timestamp,open,high,low,close,body,range,upper_wick,lower_wick,return_1,ma_5,ma_20,direction_next
2025-11-29 00:00:00,1.11291,1.11299,1.11282,1.11296,4.999999999988347e-05,0.00017000000000000348,2.999999999997449e-05,9.000000000014552e-05,0.06286707476626585,1.114572,1.111847,0
2025-11-29 00:00:00,1.0909,1.09097,1.09069,1.09077,-0.00012999999999996348,0.000280000000000058,7.00000000000145e-05,8.000000000008001e-05,-0.01993782346175954,1.100372,1.1094545,0
2025-11-29 00:00:00,1.08156,1.08171,1.08143,1.08145,-0.0001100000000000545,0.000280000000000058,0.00014999999999987246,2.0000000000131024e-05,-0.008544422747233549,1.098198,1.1081265,0
2025-11-29 00:00:00,1.04155,1.04162,1.04133,1.04162,7.00000000000145e-05,0.00028999999999990145,0.0,0.00021999999999988695,-0.03683018170049468,1.074786,1.1051509999999998,1
2025-11-29 00:00:00,1.04673,1.04684,1.04653,1.04664,-8.999999999992347e-05,0.00031000000000003247,0.0001100000000000545,0.0001100000000000545,0.004819415909832703,1.074688,1.1029924999999998,1
2025-11-29 00:00:00,1.17077,1.17082,1.16997,1.17018,-0.0005900000000000905,0.0008500000000000174,4.999999999988347e-05,0.00021000000000004349,0.11803485439119465,1.0861319999999999,1.109268,0
2025-11-29 00:00:00,1.04272,1.04319,1.04267,1.04315,0.00042999999999993044,0.000520000000000076,4.0000000000040004e-05,5.0000000000105516e-05,-0.10855594865747153,1.076608,1.108114,1
2025-11-29 00:00:00,1.07947,1.0795,1.07895,1.0791,-0.00036999999999998145,0.0005499999999998284,2.999999999997449e-05,0.00014999999999987246,0.03446292479509161,1.0761379999999998,1.107649,0
2025-11-29 00:00:00,1.07889,1.079,1.07867,1.07883,-5.999999999994898e-05,0.00032999999999994145,0.0001100000000000545,0.00015999999999993797,-0.0002502085070892335,1.08358,1.106384,1
2025-11-29 00:00:00,1.16073,1.16086,1.16061,1.16066,-7.00000000000145e-05,0.0002500000000000835,0.00012999999999996348,5.0000000000105516e-05,0.07585069009945977,1.1063839999999998,1.1119495000000001,0
2025-11-29 00:00:00,1.02467,1.02625,1.0243,1.02596,0.0012900000000000134,0.0019500000000001183,0.0002900000000001235,0.00036999999999998145,-0.11605465855633867,1.07754,1.1046764999999998,1
2025-11-29 00:00:00,1.07411,1.07443,1.07407,1.07441,0.000300000000000189,0.00035999999999991594,1.999999999990898e-05,3.999999999981796e-05,0.047224063316308795,1.083792,1.1009864999999999,1
2025-11-29 00:00:00,1.15648,1.15679,1.15648,1.15675,0.00026999999999999247,0.00031000000000003247,4.0000000000040004e-05,0.0,0.07663741029960613,1.0993220000000001,1.103192,0
2025-11-29 00:00:00,1.14217,1.14217,1.14153,1.14178,-0.00038999999999989043,0.0006399999999999739,0.0,0.0002500000000000835,-0.012941430732656078,1.111912,1.105454,0
2025-11-29 00:00:00,1.03968,1.04002,1.0396,1.03996,0.000280000000000058,0.0004199999999998649,5.999999999994898e-05,7.999999999985796e-05,-0.08917654889733573,1.087772,1.0992169999999999,1
2025-11-29 00:00:00,1.08291,1.08303,1.0828,1.08303,0.00011999999999989797,0.00022999999999995246,0.0,0.0001100000000000545,0.04141505442517013,1.099186,1.0943575,0
2025-11-29 00:00:00,1.08005,1.08005,1.07961,1.0797,-0.00034999999999985043,0.00043999999999999595,0.0,9.000000000014552e-05,-0.0030747070718261105,1.100244,1.090254,1
2025-11-29 00:00:00,1.14758,1.14782,1.14744,1.14744,-0.000140000000000029,0.00038000000000004697,0.00024000000000001798,0.0,0.0627396499027506,1.098382,1.09301,1
2025-11-29 00:00:00,1.1637,1.16403,1.1636,1.16399,0.0002900000000001235,0.00042999999999993044,3.999999999981796e-05,9.999999999998899e-05,0.014423412117409162,1.102824,1.0932755,0
2025-11-29 00:00:00,1.15392,1.15393,1.15343,1.15347,-0.00045000000000006146,0.0004999999999999449,9.999999999843467e-06,4.0000000000040004e-05,-0.009037878332288196,1.125526,1.0985925,0
2025-11-29 00:00:00,1.07131,1.07134,1.0711,1.07111,-0.00019999999999997797,0.00024000000000001798,2.999999999997449e-05,1.0000000000065512e-05,-0.07140194370031294,1.123142,1.0965,1
2025-11-29 00:00:00,1.08235,1.0826,1.0823,1.08249,0.000140000000000029,0.00029999999999996696,0.0001100000000000545,4.999999999988347e-05,0.010624492349058379,1.1237,1.0960860000000001,0
2025-11-29 00:00:00,1.08174,1.08195,1.08173,1.08191,0.00017000000000000348,0.00021999999999988695,4.0000000000040004e-05,9.999999999843467e-06,-0.0005358017164130979,1.110594,1.096109,1
2025-11-29 00:00:00,1.11646,1.11652,1.11629,1.11646,0.0,0.00022999999999995246,5.999999999994898e-05,0.00017000000000000348,0.03193426440276936,1.101088,1.0998510000000001,1
2025-11-29 00:00:00,1.16474,1.16476,1.16429,1.16453,-0.00021000000000004349,0.00046999999999997044,1.999999999990898e-05,0.00024000000000001798,0.043055729717141666,1.1033,1.1057455,1
2025-11-29 00:00:00,1.17122,1.17127,1.17063,1.1707,-0.0005199999999998539,0.0006399999999999739,5.0000000000105516e-05,7.00000000000145e-05,0.0052982748404935,1.123218,1.1057715,0
2025-11-29 00:00:00,1.07864,1.07864,1.07829,1.0783,-0.00034000000000000696,0.0003500000000000725,0.0,1.0000000000065512e-05,-0.07892713760997694,1.12238,1.107529,0
2025-11-29 00:00:00,1.04244,1.04255,1.04238,1.04254,9.999999999998899e-05,0.00017000000000000348,1.0000000000065512e-05,5.999999999994898e-05,-0.03316331262171934,1.114506,1.105701,1
2025-11-29 00:00:00,1.14278,1.14345,1.14277,1.14323,0.00045000000000006146,0.0006800000000000139,0.000220000000000109,9.999999999843467e-06,0.09658142613233056,1.1198599999999999,1.108921,1
2025-11-29 00:00:00,1.16822,1.16855,1.16817,1.16852,0.00029999999999996696,0.00038000000000004697,2.999999999997449e-05,5.0000000000105516e-05,0.02212153284990781,1.120658,1.109314,0
